-1.7588	5.087
2.0803	5.7221
-1.4196	7.4752
-2.3277	11.385
-0.34306	2.5309
-2.4183	7.4634
1.9006	5.9507
-0.95246	7.7556
-0.89411	10.034
-0.12773	6.3261
0.54944	6.7284
-1.3748	3.8793
-1.2268	5.4312
3.8262	7.3167
0.26741	6.5726
-1.5813	7.2724
2.2211	6.6803
1.8442	4.2631
-2.1193	7.1609
1.7986	8.7197
0.72541	8.9318
0.14965	4.178
1.5133	5.9718
-0.20541	4.9058
0.325	11.332
-0.82774	7.6114
1.8389	7.1274
2.3018	5.57
-3.3534	4.0681
-1.3199	4.7995
2.9818	6.4344
0.93547	5.5347
0.51846	6.3094
-0.91231	8.2162
1.9442	1.7046
2.1897	5.0641
-1.3601	9.8696
-1.8812	5.1194
-0.52636	5.2937
1.299	6.0905
-0.066056	5.8298
0.22366	6.6868
2.0138	3.9556
-0.66013	5.9033
-0.092248	4.8131
1.0317	5.424
1.5749	6.0822
0.45562	7.9156
1.0967	6.3842
1.0227	8.7673
0.99467	8.6523
-0.8799	9.5546
-1.0697	7.9009
-0.84278	7.3642
-0.3709	6.85
2.1954	6.4283
-1.5101	7.6581
-0.54495	5.8555
-1.9544	4.9753
1.5219	7.5382
-1.0799	7.3972
2.2032	5.6242
-0.38989	7.5904
-0.58855	9.9693
1.1202	9.388
1.7884	4.7402
0.61735	6.5936
1.5442	7.9973
0.73629	7.246
-1.2287	8.2325
-2.0478	7.9256
-1.2663	8.5802
1.295	4.144
-1.2515	9.7052
-0.55916	4.7247
-0.95277	9.0009
0.82821	6.7522
-1.8351	9.3713
0.67032	6.5118
2.8326	8.0934
-0.69076	4.6694
-1.3492	10.774
-1.545	10.509
0.59185	3.7191
-1.4391	5.7326
-1.5461	7.3573
-0.33874	7.6155
-0.018661	8.038
-1.6383	6.1317
-1.5713	7.0997
-1.4832	5.63
-1.0379	6.2826
-0.77693	9.6426
-2.959	5.6408
-0.65842	6.9238
-0.61496	6.6904
-0.78519	6.6001
-0.83423	6.4788
-1.8293	7.6674
1.8664	6.5744
-1.0185	10.362
-0.82783	6.005
-0.31926	5.5834
-1.1706	4.2967
2.0698	4.696
0.094081	4.5109
0.86561	8.1122
-0.28868	6.1459
-0.42504	6.8117
-1.7434	3.4871
-0.82468	8.0782
0.63758	5.9677
2.0918	7.3069
0.57142	3.0806
0.1356	8.8302
-1.2972	7.6038
1.3387	8.5568
-0.35426	8.7316
-2.2292	8.4252
-1.1988	5.3261
-1.2448	6.2507
3.4245	6.6551
-0.24349	6.6458
0.44078	7.9283
-2.6391	8.0973
-2.3587	6.7244
-0.29821	7.7425
0.2064	5.6399
-0.062709	7.1692
-0.75112	5.3796
-4.1966	7.3112
-1.3851	7.3079
-1.2433	6.7415
-3.4838	5.9019
0.73157	8.3719
3.4891	6.0837
0.36953	8.1123
2.0046	8.2377
1.472	7.8107
0.44899	4.3196
-1.8145	7.1866
1.5091	5.6125
0.019187	7.1704
-1.0736	5.8328
1.2839	8.3519
0.38448	8.4904
0.18622	5.2855
-2.1382	9.3945
0.40365	3.6059
0.41134	8.154
-1.0169	7.0454
-0.39875	9.6041
-0.38774	7.6352
-2.3912	6.9078
1.1592	6.1957
0.80295	7.4625
-0.50137	7.0537
-1.0142	7.0223
1.0497	7.2782
-0.32423	6.563
0.63905	7.4343
-1.7727	10.773
-1.0456	7.7679
0.98448	7.2564
-1.3093	7.7613
2.4382	9.3594
0.66475	7.5023
-0.29153	7.3954
-0.40511	6.3773
1.8423	9.8557
-0.67114	5.2979
-1.515	4.8202
1.5622	6.945
-0.60008	9.133
-1.2813	5.8882
-0.013354	8.8172
0.93498	7.4805
0.34715	7.525
-3.2982	8.4213
-0.10365	2.9085
0.5583	8.8767
-0.64358	5.6195
-0.73845	5.1437
-0.61059	5.9051
1.5489	9.3623
1.8884	7.5258
1.739	7.7599
-0.84153	9.1088
0.47903	6.2313
1.788	6.2623
1.881	8.7663
0.76387	5.4059
-3.2555	6.3734
0.44099	5.42
-1.9051	7.4078
2.7794	8.9574
0.26692	5.1233
1.5987	8.3206
-1.1593	4.143
-1.1818	5.8849
9.0909	1.1856
2.6581	-1.1002
6.3083	0.32579
7.7851	-0.30321
6.5594	0.12071
9.7387	-1.7491
8.0052	0.9763
8.555	0.26174
6.1829	0.22024
5.1053	0.16142
10.121	1.3682
6.8666	-1.5494
0.59234	-0.41386
6.2043	-1.2637
4.4698	-1.4774
5.311	1.4975
9.3961	-1.7038
7.1394	0.65608
